1000,3000,10000,30000,100000,1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,benchmark10,Predictive value
32730.8,32732,32732.5,32734.3,32735.5,32732,32732,32732,32732.75,32733.25,32733.75,32734.25,32734,32733.75,32733.75,32733.75,32733.25,32732.25,32732.25,32733.25,32733,32733.5,32733,32734,32734,32732.96,32732.89,32732.84411
32731.5,32731.5,32730.8,32732.3,32735.8,32735,32733.5,32732,32731.75,32732.25,32733,32734.25,32733.75,32733.5,32733.5,32733.5,32733.25,32733.25,32732.25,32732.25,32732.5,32732.25,32732.5,32733,32733,32732.89,32730.13,32732.37056
32729.3,32730.8,32730.8,32728.3,32727.8,32732,32731.25,32731,32730.75,32729.75,32729.5,32731,32730.75,32731.5,32731.5,32731.5,32731.25,32730.75,32730.75,32729.5,32729.5,32729.75,32729.75,32730,32729.5,32730.13,32738.7,32729.96093
32737.8,32737.8,32737.8,32738.8,32743.5,32741.25,32738,32738.75,32738.5,32737.25,32736.75,32736.75,32736.75,32736.25,32736.75,32738.75,32738.75,32738.5,32738.75,32739,32739.25,32739.5,32740,32740,32741.25,32738.7,32735.99,32738.50685
32734.5,32736.8,32737,32734,32737.8,32734.5,32736.75,32736.75,32735,32736,32736.75,32736.75,32736.75,32735.75,32736.25,32736.25,32736.5,32736.75,32736.75,32736,32736,32736.25,32736.25,32735.25,32736.25,32735.99,32725.28,32736.07555
32723.5,32725.5,32725.8,32724,32724,32726,32727.5,32727,32725.75,32725.75,32725.5,32725.25,32725.25,32724.25,32724.5,32724.25,32724,32724,32724,32722.75,32723.25,32722.75,32722.75,32722.75,32722.75,32725.28,32720.29,32724.78924
32718.5,32718.3,32718.3,32721.5,32721.3,32720,32720.25,32720.5,32721,32722.25,32722,32722,32721.75,32721,32721.5,32721.5,32721.5,32721.75,32721.25,32722.25,32722.25,32722,32722,32721.75,32722,32720.29,32716.86,32720.03834
32716,32717.5,32717.8,32717,32717,32716,32717.5,32716.75,32716.5,32716.75,32716.25,32716.25,32717,32717.25,32716.75,32716.75,32716.5,32716.5,32715.75,32715.5,32716.25,32716.75,32716.5,32716,32716,32716.86,32721.99,32716.82206
32721.3,32722.3,32722,32722,32721.8,32723.5,32722.25,32722,32722.5,32721.5,32721.5,32720.75,32720.75,32720,32720,32720.5,32720.25,32720.5,32720.5,32720.5,32720.75,32719,32719.5,32719.25,32720.25,32721.99,32725.94,32721.55714
32724.3,32724.3,32725.5,32728,32730.8,32727.5,32725.5,32725,32725,32725,32724.75,32724.5,32723.75,32723.75,32723.75,32724.25,32724.5,32725.5,32724.75,32724.75,32724.5,32724.75,32723.75,32724.25,32724.25,32725.94,32713.86,32725.59184
32714.5,32714.8,32714.5,32713,32714.5,32714.5,32713.75,32713.25,32713.25,32713.5,32713.5,32712.5,32712.25,32712.5,32712,32712.75,32712.75,32712.75,32712.75,32712.75,32712,32712.25,32712,32711.5,32712.25,32713.86,32712.56,32713.88406
32713,32712.3,32713,32710.5,32712.3,32714,32713.25,32712.5,32712.5,32713,32712,32712.25,32712.75,32713,32712.75,32713,32712.25,32712.5,32712.5,32712.5,32712,32712.25,32712,32712.25,32712,32712.56,32711.94,32712.62157
32712,32711.3,32711,32712.8,32714.5,32712,32711.25,32711.5,32711.5,32711.25,32711,32712,32712,32713,32712.75,32712.75,32712,32712.75,32712.5,32712.5,32712,32712.25,32712,32712,32711.75,32711.94,32713.09,32711.94967
32711,32712,32712.5,32715.3,32715.3,32714.5,32712,32712.5,32712.75,32712.75,32712.75,32712.75,32712.75,32712.75,32711.75,32711.75,32711.75,32711.75,32711.75,32711.25,32711.25,32711.5,32711.25,32711.25,32711.5,32713.09,32707.79,32712.59241
32707.3,32707.8,32709.8,32708.5,32709,32705.75,32707,32706.25,32707.5,32707,32707.25,32707.25,32708,32708,32707.25,32707,32707,32707,32706.75,32706.25,32706.25,32706.5,32706,32706.75,32706,32707.79,32709.47,32708.03966
32709.5,32707.8,32707.8,32708,32712.3,32710.5,32709.75,32710.25,32710.25,32709.25,32709.5,32709.5,32709.25,32709.25,32709,32711.25,32711.5,32711.25,32711,32711,32711,32711,32712,32711.25,32712,32709.47,32708.02,32709.48925
32706.8,32707.3,32709.8,32710,32705,32711.25,32707.25,32706.25,32708,32706.75,32707,32707.75,32707.75,32707.5,32707.25,32706.5,32707,32707.25,32707.25,32707.75,32708.25,32707.5,32709.5,32709.5,32709.75,32708.02,32703.22,32707.78492
32703.8,32703.8,32703,32700.8,32704.5,32703.25,32703.25,32703.25,32703.5,32703.75,32703.75,32702.75,32702.5,32703.75,32703.75,32703.25,32703.25,32703.25,32703.25,32702.75,32702.75,32702.75,32702.5,32702.25,32703.75,32703.22,32703.98,32703.3939
32703.3,32703.3,32703.3,32704.8,32704.8,32704.25,32705,32703.75,32703.5,32703.25,32703,32703.25,32704.5,32704.5,32704.5,32704.5,32704.5,32704,32704,32704,32703.25,32703.25,32703.5,32703.75,32704.25,32703.98,32703.58,32703.70158
32703.5,32701.8,32702.5,32704,32704,32704.25,32704.25,32703.25,32703.5,32704,32704.5,32703.25,32703.5,32704.25,32704.25,32704.25,32704.25,32704.25,32703.75,32703.75,32703.75,32703,32703,32703,32703,32703.58,32715.5,32703.46963
32716,32715.3,32715.3,32714.8,32715.3,32718.75,32716.25,32715.75,32715.25,32714.25,32713.75,32713.5,32714.25,32714,32714,32714,32714,32714,32713.5,32713.25,32713.25,32713.5,32713,32712.75,32712.5,32715.5,32719.33,32715.07068
32719.5,32719.5,32719.5,32718,32719.3,32719.5,32721.5,32720,32718.75,32718.75,32718.75,32719.5,32719,32718.75,32718.75,32719,32719.75,32719.75,32721,32721,32721.25,32721,32719.75,32720.75,32720.75,32719.33,32728.25,32719.28519
32732.3,32728.3,32729.3,32729.8,32727.8,32728.25,32725.75,32728,32728.75,32728.75,32726.25,32726.25,32726,32725.25,32726,32725.5,32725.5,32725.5,32725.75,32726.75,32726.5,32726.75,32726,32725.5,32723.75,32728.25,32715.61,32728.83233
32714.8,32716.5,32717.5,32717.5,32718.8,32712,32714,32714.25,32714.25,32714.75,32715.25,32716.5,32715.5,32715.75,32715,32715.25,32715,32715,32715.25,32715.25,32715.5,32715.5,32715.5,32714.5,32716.25,32715.61,32719.34,32716.06364
32719.5,32717.5,32717.3,32719.8,32723,32721.5,32720,32718.5,32719,32718.75,32717.75,32718,32718,32717.25,32717.5,32718.5,32718.5,32719,32719.25,32719.25,32718.75,32718,32718.5,32719,32718.25,32719.34,32716.15,32718.90696
32714.5,32714.5,32716.5,32718.5,32720,32714.75,32716,32715.75,32715.25,32715.25,32715.5,32715.75,32716,32715.5,32715.5,32716,32716.25,32715.75,32716.5,32716.25,32716.25,32716,32715.75,32717,32715.75,32716.15,32716.13,32716.1523
32714.5,32714.5,32716.5,32718.5,32718,32714.75,32716,32715.5,32716,32716.25,32716.25,32716.25,32716.25,32716.5,32716.75,32716.75,32717,32717.25,32717.25,32716.5,32716.5,32716.25,32716.25,32715.75,32717,32716.13,32715.37,32716.19418
32713.5,32715.8,32715.8,32716.8,32719.3,32713.75,32715.25,32714.25,32714.5,32714.25,32714.25,32714.75,32714.75,32715,32715,32715,32715.5,32715.75,32715.5,32715.5,32715.5,32715.5,32715.25,32715,32715.25,32715.37,32715.34,32715.28771
32715.5,32715.8,32715.8,32718.5,32718,32713.25,32714,32714,32714,32714.25,32714.25,32714.75,32714.25,32714.25,32713.75,32713.75,32713.75,32713.75,32713.75,32713.75,32712.75,32712.5,32712,32712.25,32712.25,32715.34,32706.02,32715.37433
32704.8,32704.8,32706.3,32705,32705.8,32704.75,32707.25,32706.75,32706.75,32707.25,32707.5,32707.5,32707.25,32707.75,32707.5,32707,32707.5,32707.75,32707.75,32707.75,32707.75,32708,32709.5,32709,32707.75,32706.02,32705.46,32706.19685
32706,32705,32704.3,32704.3,32705.5,32705.5,32706,32705.25,32706,32706,32706,32706.25,32706,32706.25,32706.5,32706.5,32706.5,32706.5,32706,32706,32706.25,32706.5,32705.5,32704.75,32705,32705.46,32710.24,32705.44013
32709.8,32708.5,32710,32709.8,32714.3,32709.75,32711,32710.75,32710.75,32709.75,32709.5,32709.25,32709,32708.75,32708.5,32708.75,32709,32709.25,32709,32709,32709,32709.5,32709.5,32710,32709.5,32710.24,32709.09,32710.20029
32709.8,32707.8,32708.5,32709.8,32711.5,32709.75,32708.75,32709,32709,32709,32708,32708.25,32708,32707.75,32707.75,32707.5,32707.25,32707.75,32707.75,32707.75,32707.75,32707.5,32707.25,32706.25,32706.5,32709.09,32720.19,32709.00572
32720.8,32720,32720,32720.8,32719,32718.5,32720.75,32720.75,32721.5,32721.25,32720.5,32720,32720,32718,32718.5,32718.75,32719,32719.25,32719.75,32720,32720.25,32719.75,32719.75,32719.25,32719.25,32720.19,32723.83,32720.11292
32724,32724,32722.3,32724,32729,32724,32723.5,32721.5,32721.75,32722.25,32723,32722.75,32722.75,32722,32722.5,32722.75,32722.25,32722.25,32722,32722,32722,32722,32721.75,32721.5,32721.75,32723.83,32724.01,32723.5232
32724,32724,32724,32726,32728.3,32722.75,32723.75,32723.75,32721.75,32722.5,32722.75,32722.75,32722.75,32722.75,32722.75,32721.75,32721.75,32722,32722,32720.75,32720.75,32721,32720,32720,32720,32724.01,32720.6,32723.89926
32719.8,32719.8,32719.8,32722.8,32726,32719.75,32720.5,32718.5,32719.25,32719.5,32719.5,32719.5,32718.75,32718.75,32718.75,32718.5,32718.75,32718.75,32719,32717.75,32717.75,32717.75,32717.75,32717.75,32716.5,32720.6,32725.26,32720.28098
32724.5,32724.5,32725,32726,32728.8,32724.5,32724.5,32725,32725,32725.25,32725,32724.75,32724.75,32724.5,32724.25,32724.5,32724.5,32724.5,32724.75,32724.75,32724.75,32724.75,32724,32723.75,32723.75,32725.26,32727.96,32725.23372
32726.5,32725.5,32727.3,32728.8,32733,32726.5,32726,32727.25,32728.25,32728.5,32728.75,32729,32729,32729.25,32728.75,32729,32729.25,32729.25,32728,32728.5,32728,32728,32727.75,32726.5,32726.5,32727.96,32731.99,32728.16197
32732,32731.8,32732.3,32731.5,32732.3,32730,32732,32732.25,32732.5,32732.75,32732.75,32733,32732.75,32732.25,32730.75,32731.75,32731.5,32731.5,32731.75,32731.75,32732.25,32732.25,32731.5,32731.5,32730.25,32731.99,32726.89,32732.11125
32729,32729,32726.3,32725.3,32725,32726.75,32729,32726.75,32726.5,32726.5,32726.5,32725.25,32725.5,32725.5,32725.5,32725.5,32726,32725,32724.75,32725,32724.5,32724,32723.5,32723.25,32723,32726.89,32729.76,32726.64976
32730,32729,32728.5,32728.5,32731.3,32729.75,32730,32729.5,32730.25,32730.5,32729.75,32729.5,32730.5,32730,32730,32729,32729.5,32729.5,32728.75,32728.75,32728.25,32729,32728.25,32728,32727.25,32729.76,32727.81,32729.58236
32729,32729,32728.5,32726,32729.8,32727.25,32729,32728.5,32726.75,32726.75,32726.5,32727.25,32726.25,32726.75,32727.75,32727.5,32727,32726.75,32725.75,32725.5,32725.25,32724.75,32724.5,32725,32725.5,32727.81,32725.48,32728.00334
32723.5,32726,32726,32726.3,32731,32723.25,32721.5,32725.75,32725.5,32725.5,32726,32726.25,32725.75,32726.5,32726.75,32726.5,32726.25,32725.75,32725.75,32725.25,32725.25,32725,32725,32724.75,32725,32725.48,32726.85,32725.88745
32727.5,32727.5,32725.5,32725.5,32728,32726,32727.5,32726.5,32726.5,32726.5,32727.25,32726.75,32727.25,32727.75,32727.25,32727.75,32727.75,32727.25,32727.5,32727.5,32727.5,32726.75,32726.5,32726.25,32726,32726.85,32713.96,32726.81467
32713,32713,32713,32715,32717.8,32712.75,32713,32713.25,32712.75,32713.5,32714.5,32714.75,32714.75,32714.75,32715,32715,32715.5,32714.75,32713.75,32713,32713,32712.75,32712.75,32712,32712,32713.96,32723.28,32713.95708
32722.5,32722.3,32722.5,32725,32728,32723.5,32722.5,32722.5,32722.25,32721.75,32722,32722.25,32722.25,32722,32723,32724,32723.5,32723.25,32724.25,32723.75,32723.75,32724,32723.75,32723.25,32724.25,32723.28,32714.36,32723.26463
32712.5,32715,32715.8,32717,32717.8,32711.75,32712,32712.75,32713,32713,32714.5,32714.75,32714.25,32714.25,32714.75,32714.5,32713.25,32713.75,32713.75,32713.75,32713.75,32714,32714,32714.5,32714.5,32714.36,32706.98,32714.57925
32706.5,32706.5,32706.5,32709.3,32709.5,32705.5,32705.5,32705,32706.25,32706.5,32706.5,32706.75,32707.75,32707.5,32707.75,32705.75,32706,32705.75,32705.75,32705.75,32705.75,32706.5,32706.5,32706.5,32706.5,32706.98,32704.01,32706.90241
32704.3,32704,32705.5,32707,32704,32702.75,32703.5,32703.5,32703.25,32703.25,32703,32703.5,32702.75,32703,32702.75,32702.75,32702.5,32702,32702.25,32702.25,32702.75,32703.5,32703.5,32703,32703.5,32704.01,32706.14,32704.18709
32706.5,32706.3,32706.3,32707,32707.5,32705.5,32706,32705.5,32705.75,32705.75,32706,32704.75,32704.5,32704.5,32704,32704,32703.25,32704,32704.5,32704.5,32704,32704.25,32704.25,32704.5,32704.75,32706.14,32702.8,32706.05561
32701.8,32701.8,32701.8,32705.3,32705.5,32701.75,32703.25,32703.75,32703.25,32702.75,32701.5,32701.5,32702,32701.75,32701.75,32702,32702,32701.5,32701.5,32702,32702,32702,32702.25,32703,32702.25,32702.8,32705.74,32702.52941
32705.5,32704,32705.5,32707.3,32707.3,32705.75,32707,32706,32706,32705.75,32704.75,32704.5,32704.25,32704.25,32703.5,32703.5,32703.5,32703.5,32703.25,32704,32703.5,32703,32703,32704.5,32704.5,32705.74,32703.66,32705.46997
32704,32704,32704.3,32705.8,32705,32702.75,32703.25,32703,32702.75,32703.25,32703,32701.25,32701.75,32701.75,32701.75,32701.75,32701.75,32701.25,32701.25,32701.25,32701.5,32701.75,32701.75,32701,32701.75,32703.66,32703.82,32703.65786
32704.3,32704,32704.3,32706,32704.8,32702,32704,32703.75,32703.5,32703.25,32703.25,32702,32702,32702,32702.25,32702,32702,32702,32701.5,32701.5,32702,32702,32702.25,32702.75,32702,32703.82,32704.29,32703.8551
32704.3,32704,32705.5,32706.8,32705,32702,32704,32705,32704.75,32704,32704.25,32704,32702.25,32702.25,32702.5,32702.5,32702.25,32702.25,32702,32701.5,32702,32702,32702,32702.25,32701.5,32704.29,32725.24,32704.44664
32725.8,32725.8,32725.8,32726,32726,32725.25,32724.5,32724,32724,32724,32725.25,32724.75,32724,32722.75,32723.5,32723.5,32724.75,32723.75,32724,32723,32723.25,32722.5,32723.25,32722.75,32722.75,32725.24,32727.65,32725.19543
32726.8,32725.3,32726.3,32728.3,32728.5,32726.75,32727.25,32728.25,32729.25,32728.25,32729.25,32728.75,32728.75,32728.5,32728,32728.75,32728.5,32728.25,32729,32729,32728.75,32726.25,32725.25,32725.5,32725.5,32727.65,32722.8,32727.51301
32722.5,32721.5,32722,32724.5,32727,32722.5,32722,32722.75,32722,32722.5,32722,32722,32722,32722.25,32722.25,32722.25,32723.5,32723.5,32722.75,32722,32720.75,32720,32719.75,32719.75,32720.75,32722.8,32721.91,32722.78287
32721.5,32721.5,32722.8,32723.8,32727,32719,32721,32720.75,32720.75,32720.75,32720.25,32720.5,32721.5,32722,32722,32723.25,32723.75,32722.75,32722.25,32720.75,32720,32719.75,32721,32720.75,32722,32721.91,32722.09,32722.34898
32721.5,32721.5,32721.5,32722.8,32726.8,32721,32721,32721,32720.75,32721,32721.75,32721.75,32722.25,32722,32722,32722.5,32722.75,32723.25,32722.75,32721.25,32720.5,32719.5,32719.5,32719.5,32719.5,32722.09,32722.79,32722.06632
32723.8,32721.5,32722,32722.8,32726.8,32722.75,32721.5,32721.5,32722,32722.75,32722,32722.25,32722.75,32722.5,32722.5,32723,32723.5,32723,32723,32723,32722.5,32720.5,32719.5,32719.75,32720.5,32722.79,32722.94,32722.97699
32722.8,32721.5,32721.8,32723.8,32727,32723.5,32723,32722,32722,32721.75,32721.75,32721.5,32722.25,32722.25,32722.75,32722.25,32722.75,32722.5,32722.5,32719.75,32719.25,32719,32719.25,32719.5,32719.5,32722.94,32719.5,32722.66145
32718.8,32718.8,32719.8,32719.8,32723,32718.75,32718.75,32719,32719.5,32718.25,32718.25,32719,32719.5,32720.25,32719.75,32720,32720.25,32720.25,32717.5,32716.5,32717.25,32717.5,32717,32716.75,32715.25,32719.5,32720.46,32719.52357
32719,32719,32719,32717.8,32724.5,32720.25,32720.75,32721,32722,32721.75,32721.25,32721.25,32721,32721.5,32721.5,32721,32721.25,32723,32723,32723.5,32720.75,32720,32720.25,32720.75,32720.25,32720.46,32731.04,32720.35046
32728.3,32728,32731.3,32733.8,32734.5,32729.25,32731.5,32731.5,32731.75,32731.25,32731.25,32731.25,32730.75,32730.25,32730.5,32731,32731,32731.75,32731.75,32731.5,32731.5,32732.25,32732,32730.5,32730.5,32731.04,32733.86,32730.96926
32732.5,32732.8,32732.8,32736.5,32736.5,32732.5,32732.75,32733.75,32735,32734.75,32733.5,32733.75,32733.75,32733.5,32733.5,32732.75,32733.25,32732.25,32732.25,32732,32730.75,32730.75,32730.25,32730.25,32730.25,32733.86,32741.45,32733.5635
32739.3,32739,32742.3,32745.3,32743.3,32739.25,32742.25,32741.5,32742,32742.25,32741.25,32740.5,32740.5,32742.75,32742.75,32743,32742.75,32742.75,32742.75,32742.75,32741.75,32740.75,32741.5,32741.25,32741.5,32741.45,32741.69,32741.70013
32739.3,32739,32743,32744.8,32743.8,32739.25,32743,32743.75,32742,32742.25,32741.25,32741.5,32741.5,32742.5,32742.5,32742,32742,32742,32742.5,32742.75,32741.75,32741.75,32741,32741,32741,32741.69,32746.12,32741.88098
32746.5,32744.8,32744.8,32746.8,32747,32746.25,32746.25,32745.5,32745.75,32745.75,32746.5,32746.5,32746.5,32746.5,32746,32746,32746,32746,32746,32746,32746.5,32743.5,32743.25,32743.5,32742.5,32746.12,32753.12,32745.88989
32752.3,32752.3,32752.3,32753.8,32754,32752.25,32753,32753.25,32754.25,32754.5,32754,32754.25,32753,32753,32753,32752.25,32751.5,32750.5,32750.25,32749.75,32751,32751,32751,32751,32750.5,32753.12,32758.94,32752.90958
32757.5,32756.3,32756,32760,32762.3,32757.75,32760.5,32760,32760,32759.75,32759.75,32759.25,32759.25,32758.75,32758.75,32759.25,32759.5,32759.5,32759.75,32760,32760,32759.25,32759.5,32758.5,32759.5,32758.94,32764.76,32758.54966
32763.8,32764,32765.5,32766.5,32766.5,32763.75,32764,32764.75,32765,32764.5,32764,32764.75,32764.5,32764.25,32764.75,32764.5,32764.5,32764.75,32765.25,32764.5,32763.25,32763.25,32763.75,32763.75,32763,32764.76,32771.99,32764.84123
32771,32771.3,32771.8,32775,32773.8,32771,32770.5,32771.25,32771.25,32771.75,32772.5,32772,32771.75,32771.75,32771.5,32772,32770.75,32770.75,32770.75,32770.5,32769,32768.25,32768.25,32768,32768.5,32771.99,32768.37,32771.88927
32767.5,32767.8,32767.8,32770.3,32768.5,32768,32768.25,32768.5,32768.25,32769.25,32769.25,32769,32768,32768.5,32768.5,32769.5,32769.5,32770.75,32770.75,32771,32769.5,32768.5,32768.5,32769.5,32769.5,32768.37,32755.04,32768.39092
32752.8,32754,32756.8,32758.5,32755,32751.75,32752.75,32753.75,32754.5,32756,32757,32757.5,32757.25,32757.25,32757.25,32756.75,32756.5,32755.25,32756.25,32756.25,32757,32757.75,32757.5,32757,32757.25,32755.04,32753.87,32755.53193
32753,32753,32753.8,32756.3,32754.3,32753.25,32753,32752.25,32753,32753.75,32754,32755.25,32755,32755,32754,32754.25,32753,32753,32753.25,32753,32753,32751.75,32752,32752,32750.75,32753.87,32746.6,32753.71237
32744.8,32744.5,32743.3,32748.8,32749.8,32746.75,32744.75,32744.5,32747,32746.75,32748,32748.25,32748.25,32749,32749.25,32749.75,32749.75,32749.75,32748.75,32748,32746.5,32747.25,32747.25,32747.25,32748,32746.6,32743.49,32746.31561
32743,32742,32742,32745.3,32748.3,32742.5,32741.75,32741.5,32742,32743.25,32744,32744,32744,32745.5,32745,32744.5,32744,32744.25,32744.75,32744.5,32744.5,32742.75,32742.25,32743.25,32742.75,32743.49,32731.28,32743.59728
32731,32730,32730,32731,32730.8,32730.75,32730,32730.5,32732,32732.25,32733.5,32734,32733.75,32733.5,32733.75,32733.75,32734,32734,32734.25,32734.25,32733.75,32734.25,32734.25,32734.25,32734.5,32731.28,32729.72,32731.43187
32729,32728.8,32729.8,32729.8,32731.5,32729,32729.75,32730.5,32730.5,32729.75,32729.75,32729.5,32729.25,32729.25,32729.5,32729.25,32729.25,32729.5,32728.25,32729,32727.75,32727,32725.5,32726,32726,32729.72,32727.49,32729.65087
32728,32728.5,32728.5,32729.8,32728.8,32725,32727,32726.75,32726,32725.75,32725.75,32727.25,32727.5,32727.5,32727.5,32727,32726.25,32726.25,32725.5,32724,32723.75,32725,32725,32725,32724.5,32727.49,32735.19,32727.6197
32736,32736,32736.5,32737.8,32738.3,32736,32733.25,32732.5,32732.75,32732.75,32732.75,32732.5,32732.5,32733,32733,32732.75,32732.25,32732.75,32732.75,32733.5,32734.25,32733,32732.5,32731,32731.5,32735.19,32723.77,32735.28643
32723.8,32723.5,32723.5,32725.3,32724.8,32721.75,32723.75,32723.5,32723.5,32722.75,32723.25,32723.5,32724.5,32723,32723.75,32724,32723.75,32723.5,32723.25,32722.25,32722,32722,32722,32722.25,32722,32723.77,32724.72,32723.68934
32723.8,32723.8,32723.8,32726.8,32728.5,32721.75,32723.75,32723.75,32724.25,32724,32725.5,32725.5,32725.25,32725.75,32725.25,32725.25,32725.25,32725.25,32725.25,32725.5,32725.5,32726,32726,32725.5,32725.75,32724.72,32727.41,32724.83068
32727.3,32725.5,32725.5,32728.5,32732.8,32727.25,32727.25,32727.25,32726.5,32726.5,32726.75,32726.5,32726.75,32726.75,32726.75,32726.75,32726.25,32725.75,32726,32726,32726,32726,32723,32723,32723.5,32727.41,32726.87,32727.17496
32726.3,32725.8,32725.8,32728.5,32732.8,32726,32725.75,32725.75,32725.75,32725.5,32726,32725.25,32726,32726.25,32726.25,32726,32726,32725.25,32725.25,32725.25,32725,32722,32722.25,32721.75,32721.5,32726.87,32727.18,32726.69813
32726,32726,32726,32729.5,32732.8,32724.25,32726,32726.5,32726.75,32727,32727.5,32727.75,32727,32727,32727,32727,32726.75,32726.5,32726.25,32726,32726,32726,32722.75,32722.75,32722.75,32727.18,32725.33,32727.14011
32725,32725,32725.3,32726,32728.5,32724.5,32723.75,32723.25,32723.5,32725.25,32725.25,32726.5,32726.5,32726.75,32725.75,32725.25,32725.25,32727.5,32727.25,32728.25,32727.25,32726.5,32725.5,32725,32725.25,32725.33,32717.65,32725.50449
32716.5,32716.8,32716.8,32718.3,32720.3,32716.25,32716.75,32716.75,32718,32719.25,32718.25,32718.25,32718.5,32718.5,32718.5,32719,32718.25,32718.5,32718.5,32718.5,32718.5,32718.25,32718.25,32717.75,32717,32717.65,32720.66,32717.69816
32721.3,32721.5,32721.5,32725.5,32722.5,32721.25,32716.75,32717.5,32718,32718,32719.25,32719.25,32719,32718.75,32718.75,32719.5,32719.75,32719.75,32719.25,32718.75,32719.5,32719.5,32719.5,32719.25,32719.25,32720.66,32724.47,32720.77159
32725.3,32725.3,32725.3,32726.3,32728,32725.25,32725,32724.25,32721.25,32721.25,32721.5,32721.5,32721.5,32721.25,32721.25,32721.5,32721.25,32721.75,32722,32722.5,32722.75,32721,32721,32721,32720.5,32724.47,32718.59,32724.31779
